object	timestamp	instances	dimension0	dimension1	dimension2	dimension3	dimension4	pr
hZC	866	hZC4	2356	3174	5013	3289	5824	0.176470588235294
hZC	866	hZC5	2546	3308	4887	3282	5761	0.0588235294117647
hZC	866	hZC6	2276	3393	5016	3246	5840	0.0392156862745098
hZC	866	hZC7	2336	3472	5084	3285	5644	0.0392156862745098
hZC	866	hZC8	2394	3333	5036	3346	5812	0.117647058823529
hZC	866	hZC9	2505	3279	4914	3340	5679	0.117647058823529
Zmb	867	Zmb0	2835	3383	782	1850	1423	0.116279069767442
Zmb	867	Zmb1	2674	3570	891	1674	1453	0.13953488372093
Zmb	867	Zmb2	2700	3465	796	1554	1229	0.116279069767442
Zmb	867	Zmb3	2720	3399	737	1635	1145	0.0232558139534884
Zmb	867	Zmb4	2763	3537	997	1694	1212	0.0232558139534884
Zmb	867	Zmb5	2786	3351	725	1507	1290	0.116279069767442
Zmb	867	Zmb6	2770	3500	731	1839	1262	0.209302325581395
Zmb	867	Zmb7	2709	3370	960	1727	1119	0.0465116279069767
Zmb	867	Zmb8	2919	3297	708	1517	1453	0.0930232558139535
Zmb	867	Zmb9	2996	3523	722	1523	1221	0.116279069767442
DUm	868	DUm0	4758	3354	3067	2294	4815	0.130434782608696
DUm	868	DUm1	4813	3119	3108	2413	4889	0.101449275362319
DUm	868	DUm2	4804	3266	2908	2136	4934	0.0579710144927536
DUm	868	DUm3	4833	3358	3175	2468	4712	0.101449275362319
DUm	868	DUm4	4920	3278	3056	2147	4716	0.101449275362319
DUm	868	DUm5	4752	3379	3038	2149	4810	0.0869565217391304
DUm	868	DUm6	4859	3217	2991	2255	4980	0.115942028985507
DUm	868	DUm7	4827	3211	3180	2262	4948	0.101449275362319
DUm	868	DUm8	4916	3055	3080	2177	4807	0.072463768115942
DUm	868	DUm9	5002	3280	3117	2427	4874	0.130434782608696
qdX	869	qdX0	286	6160	2119	5316	1433	0.0232558139534884
qdX	869	qdX1	325	6053	1788	5283	1602	0.13953488372093
qdX	869	qdX2	243	6011	1853	5365	1538	0.0697674418604651
qdX	869	qdX3	383	6157	1785	5173	1472	0.116279069767442
qdX	869	qdX4	284	5856	2102	5312	1438	0.0930232558139535
qdX	869	qdX5	299	6162	1909	5187	1385	0.0465116279069767
qdX	869	qdX6	355	6053	2088	5321	1557	0.0930232558139535
qdX	869	qdX7	387	6105	1791	5212	1663	0.162790697674419
qdX	869	qdX8	315	6003	2092	5419	1445	0.13953488372093
qdX	869	qdX9	399	5892	1793	5171	1680	0.116279069767442
DrJ	870	DrJ0	1858	3324	4601	4965	427	0.1875
DrJ	870	DrJ1	1864	3328	4349	4725	435	0.0416666666666667
DrJ	870	DrJ2	2096	3104	4604	4781	424	0.0208333333333333
DrJ	870	DrJ3	1872	3288	4458	4849	556	0.104166666666667
DrJ	870	DrJ4	2016	3253	4397	4958	449	0.0625
DrJ	870	DrJ5	2038	3095	4499	4889	542	0.1875
DrJ	870	DrJ6	2143	3401	4458	4680	390	0.0833333333333333
DrJ	870	DrJ7	1941	3128	4288	5016	496	0.0625
DrJ	870	DrJ8	1938	3408	4596	4771	556	0.1875
DrJ	870	DrJ9	2161	3237	4627	4927	450	0.0625
ixH	871	ixH0	3058	5295	4064	6288	1326	0.117647058823529
ixH	871	ixH1	2842	5159	4072	6122	1375	0.0980392156862745
ixH	871	ixH2	2862	5001	3883	6417	1411	0.0784313725490196
ixH	871	ixH3	3024	5283	4129	6228	1436	0.0392156862745098
ixH	871	ixH4	2936	5282	3871	6261	1392	0.0980392156862745
ixH	871	ixH5	2876	5029	3984	6201	1593	0.137254901960784
ixH	871	ixH6	3011	5084	4049	6376	1559	0.176470588235294
ixH	871	ixH7	2856	5011	4003	6123	1572	0.0196078431372549
ixH	871	ixH8	2758	5290	3969	6408	1350	0.117647058823529
ixH	871	ixH9	2945	5295	3924	6189	1555	0.117647058823529
cyL	872	cyL0	3046	988	3493	2110	1235	0.171428571428571
cyL	872	cyL1	2819	971	3525	1918	1139	0.0285714285714286
cyL	872	cyL2	2938	907	3667	1899	1224	0.228571428571429
cyL	872	cyL3	2818	1012	3366	1876	1103	0.0571428571428571
cyL	872	cyL4	2941	901	3672	1917	1178	0.0857142857142857
cyL	872	cyL5	2916	1052	3533	1901	1199	0.171428571428571
cyL	872	cyL6	2731	761	3552	1876	1139	0.0571428571428571
cyL	872	cyL7	3051	755	3433	2084	1106	0.0571428571428571
cyL	872	cyL8	3014	914	3582	2151	1249	0.0857142857142857
cyL	872	cyL9	2750	810	3352	2134	1352	0.0571428571428571
dBY	873	dBY0	1886	3481	6438	6163	5580	0.102040816326531
dBY	873	dBY1	1802	3446	6528	6053	5479	0.0816326530612245
dBY	873	dBY2	1791	3524	6559	6280	5359	0.163265306122449
dBY	873	dBY3	2003	3423	6469	6192	5478	0.0612244897959184
dBY	873	dBY4	1991	3465	6525	6350	5514	0.0612244897959184
dBY	873	dBY5	1986	3656	6285	6013	5490	0.183673469387755
dBY	873	dBY6	1719	3474	6365	6091	5359	0.0816326530612245
dBY	873	dBY7	1936	3761	6440	6232	5549	0.0408163265306122
dBY	873	dBY8	1828	3623	6479	6270	5634	0.0816326530612245
dBY	873	dBY9	1922	3563	6373	6089	5558	0.142857142857143
MsV	874	MsV0	3033	1269	6426	4526	4203	0.130434782608696
MsV	874	MsV1	2911	1045	6428	4545	3925	0.0579710144927536
MsV	874	MsV2	3203	1100	6376	4836	4014	0.0579710144927536
MsV	874	MsV3	2988	1032	6538	4869	4039	0.0869565217391304
MsV	874	MsV4	3133	1070	6408	4789	4166	0.115942028985507
MsV	874	MsV5	2898	1107	6543	4565	4037	0.130434782608696
MsV	874	MsV6	3162	1203	6531	4799	4193	0.0869565217391304
MsV	874	MsV7	3161	1220	6562	4734	4012	0.130434782608696
MsV	874	MsV8	3088	1291	6373	4728	4226	0.115942028985507
MsV	874	MsV9	3047	1068	6287	4715	4004	0.0869565217391304
JUx	875	JUx0	1236	1593	4840	3363	1178	0.153846153846154
JUx	875	JUx1	1334	1666	4718	3588	1233	0.0192307692307692
JUx	875	JUx2	1152	1654	4841	3386	1231	0.0961538461538462
JUx	875	JUx3	1138	1560	4971	3447	1252	0.134615384615385
JUx	875	JUx4	1320	1503	4733	3486	1230	0.0576923076923077
JUx	875	JUx5	1298	1440	4929	3498	1067	0.134615384615385
JUx	875	JUx6	1316	1681	4993	3627	964	0.115384615384615
JUx	875	JUx7	1326	1665	4774	3379	1143	0.0961538461538462
JUx	875	JUx8	1116	1412	4954	3578	968	0.0576923076923077
JUx	875	JUx9	1435	1480	4796	3456	1129	0.134615384615385
kVQ	876	kVQ0	1795	2645	5831	3662	783	0.121951219512195
kVQ	876	kVQ1	2025	2729	5944	3574	647	0.0487804878048781
kVQ	876	kVQ2	2034	2639	6038	3542	848	0.0975609756097561
kVQ	876	kVQ3	1970	2592	5923	3564	674	0.219512195121951
kVQ	876	kVQ4	1720	2595	6044	3795	539	0.0731707317073171
kVQ	876	kVQ5	1738	2858	5926	3586	702	0.0487804878048781
kVQ	876	kVQ6	1987	2553	6001	3527	591	0.146341463414634
kVQ	876	kVQ7	1795	2679	6037	3654	754	0.024390243902439
kVQ	876	kVQ8	2014	2712	5781	3651	644	0.121951219512195
kVQ	876	kVQ9	1991	2780	6042	3665	748	0.0975609756097561
Buc	877	Buc0	4089	5294	4536	4308	682	0.0196078431372549
Buc	877	Buc1	4045	5361	4444	4082	672	0.176470588235294
Buc	877	Buc2	3934	5312	4447	4300	709	0.0980392156862745
Buc	877	Buc3	4013	5519	4591	4207	500	0.0588235294117647
Buc	877	Buc4	3917	5445	4473	4079	764	0.117647058823529
Buc	877	Buc5	4113	5463	4533	4074	796	0.137254901960784
Buc	877	Buc6	4039	5254	4448	4256	767	0.156862745098039
Buc	877	Buc7	3983	5420	4732	4297	629	0.0392156862745098
Buc	877	Buc8	4067	5498	4490	4201	553	0.0392156862745098
Buc	877	Buc9	3979	5461	4473	4137	575	0.156862745098039
jLC	878	jLC0	658	1216	1101	2980	6525	0.156862745098039
jLC	878	jLC1	715	1043	920	2958	6824	0.0196078431372549
jLC	878	jLC2	717	925	954	3082	6797	0.176470588235294
jLC	878	jLC3	640	1031	816	2985	6805	0.0392156862745098
jLC	878	jLC4	844	1048	938	3077	6832	0.0196078431372549
jLC	878	jLC5	767	1124	1102	2742	6672	0.176470588235294
jLC	878	jLC6	593	1000	894	2828	6515	0.156862745098039
jLC	878	jLC7	703	1187	961	3062	6819	0.0196078431372549
jLC	878	jLC8	701	1135	912	2809	6660	0.176470588235294
jLC	878	jLC9	832	1040	794	2749	6830	0.0588235294117647
mCU	879	mCU0	5406	1828	5267	1421	6421	0.0178571428571429
mCU	879	mCU1	5415	1733	4982	1447	6321	0.160714285714286
mCU	879	mCU2	5311	1751	5176	1670	6166	0.0892857142857143
mCU	879	mCU3	5544	1692	5270	1650	6208	0.160714285714286
mCU	879	mCU4	5310	1662	5276	1641	6322	0.125
mCU	879	mCU5	5283	1997	5070	1454	6296	0.0892857142857143
mCU	879	mCU6	5348	1689	5027	1405	6373	0.160714285714286
mCU	879	mCU7	5432	1957	5286	1589	6176	0.0892857142857143
mCU	879	mCU8	5571	1968	5049	1519	6356	0.0714285714285714
mCU	879	mCU9	5323	1755	5189	1478	6261	0.0357142857142857
jUx	880	jUx0	1892	554	741	3463	1669	0.129032258064516
jUx	880	jUx1	1795	309	948	3539	1480	0.0645161290322581
jUx	880	jUx2	1806	495	793	3725	1738	0.0967741935483871
jUx	880	jUx3	1950	528	725	3425	1523	0.0161290322580645
jUx	880	jUx4	1782	532	944	3470	1731	0.0967741935483871
jUx	880	jUx5	1910	561	702	3532	1477	0.112903225806452
jUx	880	jUx6	1887	251	946	3525	1674	0.0806451612903226
jUx	880	jUx7	1828	400	720	3460	1678	0.145161290322581
jUx	880	jUx8	1888	437	723	3697	1530	0.129032258064516
jUx	880	jUx9	2028	267	998	3691	1438	0.129032258064516
Uuy	881	Uuy0	4277	1808	6813	6413	1911	0.2
Uuy	881	Uuy1	4351	1954	6813	6395	2103	0.155555555555556
Uuy	881	Uuy2	4420	1902	6567	6159	1908	0.0444444444444444
Uuy	881	Uuy3	4363	1958	6595	6294	1936	0.2
Uuy	881	Uuy4	4103	1803	6758	6367	1823	0.0888888888888889
Uuy	881	Uuy5	4233	1866	6649	6390	1876	0.0222222222222222
Uuy	881	Uuy6	4115	2064	6627	6326	1903	0.0888888888888889
Uuy	881	Uuy7	4377	1957	6901	6292	1937	0.0444444444444444
Uuy	881	Uuy8	4196	2063	6664	6436	1919	0.0888888888888889
Uuy	881	Uuy9	4296	1834	6897	6426	1956	0.0666666666666667
xHV	882	xHV0	6106	6409	2335	2616	5410	0.0588235294117647
xHV	882	xHV1	5964	6392	2417	2635	5500	0.0588235294117647
xHV	882	xHV2	6102	6401	2247	2537	5487	0.137254901960784
xHV	882	xHV3	6027	6691	2288	2690	5523	0.176470588235294
xHV	882	xHV4	5931	6420	2345	2504	5573	0.137254901960784
xHV	882	xHV5	5953	6686	2124	2687	5406	0.0196078431372549
xHV	882	xHV6	6064	6465	2426	2483	5504	0.0588235294117647
xHV	882	xHV7	6051	6461	2308	2539	5470	0.0784313725490196
xHV	882	xHV8	5967	6502	2122	2635	5442	0.156862745098039
xHV	882	xHV9	6225	6683	2124	2626	5447	0.117647058823529
zVd	883	zVd0	6256	2082	943	1959	6458	0.120689655172414
zVd	883	zVd1	6026	2295	858	1920	6300	0.0862068965517241
zVd	883	zVd2	6169	2137	1122	2059	6479	0.0689655172413793
zVd	883	zVd3	5980	2067	1086	1879	6441	0.0862068965517241
zVd	883	zVd4	6264	2061	1113	2100	6419	0.155172413793103
zVd	883	zVd5	6288	2123	905	2078	6535	0.155172413793103
zVd	883	zVd6	6253	2323	1052	1925	6526	0.0517241379310345
zVd	883	zVd7	5978	2287	898	1905	6538	0.155172413793103
zVd	883	zVd8	5949	2186	930	2033	6406	0.0344827586206897
zVd	883	zVd9	6185	2214	995	2102	6431	0.0862068965517241
rfF	884	rfF0	1107	5801	4692	4601	5767	0.0217391304347826
rfF	884	rfF1	1098	5836	4655	4501	5770	0.173913043478261
rfF	884	rfF2	1189	5832	4651	4574	5724	0.0652173913043478
rfF	884	rfF3	1256	5751	4614	4650	5701	0.130434782608696
rfF	884	rfF4	1242	5925	4392	4488	5869	0.173913043478261
rfF	884	rfF5	1194	5825	4703	4674	5768	0.108695652173913
rfF	884	rfF6	1120	5667	4665	4592	5733	0.0217391304347826
rfF	884	rfF7	1298	5982	4727	4672	5814	0.108695652173913
rfF	884	rfF8	1132	5675	4378	4505	5730	0.108695652173913
rfF	884	rfF9	1299	5737	4726	4489	5859	0.0869565217391304
tJv	885	tJv0	5589	4600	4618	1602	2306	0.02
tJv	885	tJv1	5732	4543	4791	1546	2228	0.14
tJv	885	tJv2	5732	4434	4692	1523	2286	0.08
tJv	885	tJv3	5674	4380	4566	1397	2392	0.12
tJv	885	tJv4	5709	4488	4634	1642	2267	0.02
tJv	885	tJv5	5697	4598	4551	1643	2374	0.12
tJv	885	tJv6	5715	4382	4535	1533	2231	0.18
tJv	885	tJv7	5742	4482	4631	1507	2526	0.12
tJv	885	tJv8	5611	4588	4757	1481	2343	0.18
tJv	885	tJv9	5575	4429	4854	1550	2401	0.02
baV	886	baV0	3816	2217	3144	5652	3674	0.131147540983607
baV	886	baV1	3703	2146	3126	5747	3752	0.0983606557377049
baV	886	baV2	3613	1943	3138	5595	3694	0.0983606557377049
baV	886	baV3	3940	1935	3114	5605	3863	0.0491803278688525
baV	886	baV4	3778	1929	2900	5694	3829	0.0983606557377049
baV	886	baV5	3690	2121	2833	5632	3899	0.131147540983607
baV	886	baV6	3641	2179	3015	5610	3586	0.114754098360656
baV	886	baV7	3857	2109	3140	5490	3672	0.114754098360656
baV	886	baV8	3650	2146	3078	5724	3770	0.131147540983607
baV	886	baV9	3861	2167	2906	5605	3630	0.0327868852459016
aUA	887	aUA0	3053	2270	2905	4033	1954	0.0204081632653061
aUA	887	aUA1	3078	2422	2960	3934	1945	0.122448979591837
aUA	887	aUA2	2834	2313	2975	3987	2023	0.102040816326531
aUA	887	aUA3	2992	2375	3136	3976	2068	0.0816326530612245
aUA	887	aUA4	2992	2183	2955	3818	1931	0.142857142857143
aUA	887	aUA5	3034	2331	2948	4081	2038	0.0204081632653061
aUA	887	aUA6	2929	2226	2933	3749	2192	0.142857142857143
aUA	887	aUA7	3093	2270	3076	4071	2010	0.102040816326531
aUA	887	aUA8	2873	2252	3233	3841	2187	0.102040816326531
aUA	887	aUA9	2998	2282	3176	3806	2054	0.163265306122449
ifo	888	ifo0	5238	4632	2987	1804	6446	0.16
ifo	888	ifo1	5153	4650	2989	1853	6460	0.08
ifo	888	ifo2	5240	4662	3194	1880	6506	0.06
ifo	888	ifo3	5282	4864	3112	1874	6364	0.16
ifo	888	ifo4	5167	4801	3130	1785	6453	0.16
ifo	888	ifo5	5107	4773	2970	1798	6476	0.1
ifo	888	ifo6	5074	4642	3004	1842	6528	0.02
ifo	888	ifo7	5177	4789	3207	1647	6604	0.14
ifo	888	ifo8	5318	4707	3035	1658	6399	0.06
ifo	888	ifo9	5190	4729	3166	1755	6501	0.06
DGY	889	DGY0	2971	3207	5981	6145	2135	0.125
DGY	889	DGY1	3038	3175	5740	6152	2251	0.0208333333333333
DGY	889	DGY2	2906	3443	5931	6245	2162	0.0833333333333333
DGY	889	DGY3	3035	3467	5887	6141	2193	0.104166666666667
DGY	889	DGY4	3110	3474	6027	6243	2115	0.0625
DGY	889	DGY5	2892	3437	5956	6396	2429	0.0625
DGY	889	DGY6	3168	3330	5818	6201	2233	0.166666666666667
DGY	889	DGY7	3026	3225	5996	6195	2304	0.1875
DGY	889	DGY8	3072	3444	5735	6086	2186	0.104166666666667
DGY	889	DGY9	3035	3195	5820	6164	2433	0.0833333333333333
bug	890	bug0	4152	3795	3060	2149	1288	0.176470588235294
bug	890	bug1	4138	4000	3327	2398	1157	0.117647058823529
bug	890	bug2	4097	4031	3205	2248	1063	0.0588235294117647
bug	890	bug3	4036	4044	3367	2331	1317	0.117647058823529
bug	890	bug4	3904	3798	3364	2317	1174	0.0588235294117647
bug	890	bug5	4221	3804	3277	2363	1226	0.0294117647058824
bug	890	bug6	4130	4061	3342	2160	1252	0.176470588235294
bug	890	bug7	4142	3890	3293	2416	1395	0.0882352941176471
bug	890	bug8	4188	3908	3148	2094	1278	0.0588235294117647
bug	890	bug9	3943	3784	3337	2144	1382	0.117647058823529
him	891	him0	4198	4219	622	1642	6445	0.0408163265306122
him	891	him1	4406	4070	872	1611	6197	0.102040816326531
him	891	him2	4158	4161	688	1475	6490	0.0816326530612245
him	891	him3	4382	3907	622	1407	6216	0.0816326530612245
him	891	him4	4110	4030	592	1603	6263	0.163265306122449
him	891	him5	4273	4135	738	1611	6331	0.142857142857143
him	891	him6	4105	3924	533	1626	6486	0.0816326530612245
him	891	him7	4099	4040	790	1660	6411	0.0408163265306122
him	891	him8	4318	4088	709	1416	6414	0.183673469387755
him	891	him9	4436	4251	787	1345	6387	0.0816326530612245
fRr	892	fRr0	332	1086	4977	3847	4021	0.145454545454545
fRr	892	fRr1	190	1115	5181	4060	3865	0.163636363636364
fRr	892	fRr2	119	1116	5208	3928	3900	0.127272727272727
fRr	892	fRr3	322	1179	4963	4067	3818	0.0727272727272727
fRr	892	fRr4	356	1033	5214	3766	4076	0.127272727272727
fRr	892	fRr5	179	1198	5021	3784	3911	0.0545454545454545
fRr	892	fRr6	218	1019	5032	3803	3892	0.0545454545454545
fRr	892	fRr7	82	1045	4900	3830	4039	0.145454545454545
fRr	892	fRr8	150	961	5177	3852	3969	0.0363636363636364
fRr	892	fRr9	275	1037	5013	4059	4016	0.0727272727272727
Pvr	893	Pvr0	4146	6740	933	5194	1991	0.122448979591837
Pvr	893	Pvr1	4346	6858	861	5423	2111	0.122448979591837
Pvr	893	Pvr2	4129	6605	839	5372	2082	0.102040816326531
Pvr	893	Pvr3	4455	6786	852	5500	2076	0.0612244897959184
Pvr	893	Pvr4	4343	6792	738	5376	1919	0.102040816326531
Pvr	893	Pvr5	4447	6638	820	5275	2135	0.0408163265306122
Pvr	893	Pvr6	4269	6774	887	5224	2173	0.142857142857143
Pvr	893	Pvr7	4139	6788	1017	5390	2206	0.0408163265306122
Pvr	893	Pvr8	4395	6603	997	5411	2065	0.142857142857143
Pvr	893	Pvr9	4134	6668	920	5275	2117	0.122448979591837
zcM	894	zcM0	1136	3223	4088	2308	4873	0.12
zcM	894	zcM1	1224	3297	4115	2173	4890	0.1
zcM	894	zcM2	1328	3336	4038	2040	5086	0.08
zcM	894	zcM3	1221	3413	3962	2093	5037	0.04
zcM	894	zcM4	1094	3342	4009	2338	4965	0.18
zcM	894	zcM5	1123	3212	4143	2305	5038	0.06
zcM	894	zcM6	986	3271	4180	2316	5152	0.1
zcM	894	zcM7	1077	3194	4077	2083	5077	0.1
zcM	894	zcM8	1001	3332	4154	2033	5209	0.04
zcM	894	zcM9	1200	3413	3973	2217	4978	0.18
NFR	895	NFR0	414	3412	4683	4617	2226	0.0677966101694915
NFR	895	NFR1	440	3497	4885	4714	2339	0.11864406779661
NFR	895	NFR2	520	3444	4935	4664	2187	0.135593220338983
NFR	895	NFR3	372	3585	4669	4624	2159	0.11864406779661
NFR	895	NFR4	314	3411	4786	4601	2211	0.101694915254237
NFR	895	NFR5	371	3397	4864	4886	2007	0.101694915254237
NFR	895	NFR6	458	3593	4684	4602	2085	0.0677966101694915
NFR	895	NFR7	607	3284	4949	4800	2136	0.11864406779661
NFR	895	NFR8	561	3603	4766	4843	2326	0.152542372881356
NFR	895	NFR9	329	3422	4755	4705	2265	0.0169491525423729
HRb	896	HRb0	3658	4882	2241	5742	322	0.0555555555555556
HRb	896	HRb1	3677	4855	2250	5816	109	0.166666666666667
HRb	896	HRb2	3610	5092	2246	5682	104	0.166666666666667
HRb	896	HRb3	3743	4869	2050	5912	359	0.037037037037037
HRb	896	HRb4	3542	5166	2237	5721	135	0.0925925925925926
HRb	896	HRb5	3551	5112	1939	5588	152	0.0740740740740741
HRb	896	HRb6	3508	5102	2124	5705	316	0.0185185185185185
HRb	896	HRb7	3636	4889	2198	5837	236	0.166666666666667
HRb	896	HRb8	3475	5160	1977	5904	60	0.148148148148148
HRb	896	HRb9	3658	4856	2118	5827	227	0.0740740740740741
TRP	897	TRP0	6291	4884	1380	3797	4223	0.14
TRP	897	TRP1	6356	4762	1547	3918	4209	0.12
TRP	897	TRP2	6299	4725	1352	3697	4259	0.06
TRP	897	TRP3	6417	4955	1445	3802	4302	0.1
TRP	897	TRP4	6129	4758	1516	3766	4184	0.06
TRP	897	TRP5	6327	4676	1294	3838	4071	0.08
TRP	897	TRP6	6208	4806	1461	3927	4126	0.16
TRP	897	TRP7	6379	4652	1517	3865	4140	0.02
TRP	897	TRP8	6224	4937	1371	3596	4308	0.16
TRP	897	TRP9	6163	4854	1513	3689	4247	0.1
BJd	898	BJd0	1286	952	4442	2183	785	0.0943396226415094
BJd	898	BJd1	1134	729	4391	2173	931	0.0377358490566038
BJd	898	BJd2	1078	659	4517	2209	714	0.169811320754717
BJd	898	BJd3	1014	691	4699	2191	812	0.150943396226415
BJd	898	BJd4	1007	936	4457	2106	989	0.0377358490566038
BJd	898	BJd5	1222	682	4645	2077	965	0.150943396226415
BJd	898	BJd6	1228	825	4497	2145	829	0.113207547169811
BJd	898	BJd7	1245	951	4542	2002	816	0.0566037735849057
BJd	898	BJd8	1108	716	4478	1944	663	0.0188679245283019
BJd	898	BJd9	1289	738	4541	2258	960	0.169811320754717
BLv	899	BLv0	1106	4693	5069	5203	2215	0.0166666666666667
BLv	899	BLv1	992	4920	5028	5018	2283	0.15
BLv	899	BLv2	988	4764	5060	5243	2306	0.116666666666667
BLv	899	BLv3	1241	4790	5039	5127	2294	0.1
BLv	899	BLv4	1121	4642	4908	5195	2275	0.133333333333333
BLv	899	BLv5	1005	4916	5043	5116	2425	0.116666666666667
BLv	899	BLv6	1052	4669	5009	5008	2274	0.05
BLv	899	BLv7	1189	4755	5012	5176	2356	0.0833333333333333
BLv	899	BLv8	1042	4779	5011	5017	2337	0.1
BLv	899	BLv9	1074	4849	5076	4973	2449	0.133333333333333
kEO	900	kEO0	1519	482	5911	3613	2387	0.210526315789474
kEO	900	kEO1	1304	337	5765	3641	2125	0.131578947368421
kEO	900	kEO2	1253	502	5623	3820	2284	0.236842105263158
kEO	900	kEO3	1288	376	5882	3716	2234	0.0263157894736842
kEO	900	kEO4	1224	572	5699	3725	2291	0.0526315789473684
kEO	900	kEO5	1344	333	5686	3709	2460	0.0526315789473684
kEO	900	kEO6	1432	487	5615	3748	2181	0.105263157894737
kEO	900	kEO7	1377	581	5626	3791	2465	0.0526315789473684
kEO	900	kEO8	1463	639	5889	3621	2161	0.0526315789473684
kEO	900	kEO9	1409	393	5803	3851	2141	0.0789473684210526
yMc	901	yMc0	2642	3854	3520	4708	2973	0.0833333333333333
yMc	901	yMc1	2857	3731	3802	4695	2935	0.0277777777777778
yMc	901	yMc2	2967	3748	3650	4801	2939	0.0833333333333333
yMc	901	yMc3	2640	3852	3822	4891	2889	0.166666666666667
yMc	901	yMc4	2671	3797	3552	4797	2900	0.138888888888889
yMc	901	yMc5	2930	4014	3742	4852	3080	0.111111111111111
yMc	901	yMc6	2831	3724	3675	4657	3097	0.0555555555555556
yMc	901	yMc7	2871	4007	3793	4675	3072	0.222222222222222
yMc	901	yMc8	2733	3765	3806	4727	3065	0.0555555555555556
yMc	901	yMc9	2748	3942	3569	4942	2901	0.0555555555555556
Adj	902	Adj0	4650	6156	3561	2528	6043	0.0888888888888889
Adj	902	Adj1	4737	6430	3493	2557	6306	0.177777777777778
Adj	902	Adj2	4734	6162	3597	2531	6175	0.0444444444444444
Adj	902	Adj3	4668	6440	3512	2595	6253	0.133333333333333
Adj	902	Adj4	4765	6270	3487	2507	6217	0.0444444444444444
Adj	902	Adj5	4743	6444	3718	2364	6207	0.111111111111111
Adj	902	Adj6	4687	6375	3502	2388	6109	0.155555555555556
Adj	902	Adj7	4783	6285	3671	2419	6242	0.0666666666666667
Adj	902	Adj8	4586	6273	3502	2463	6100	0.0444444444444444
Adj	902	Adj9	4558	6165	3566	2471	5973	0.133333333333333
jec	903	jec0	2252	84	5981	1605	2541	0.0232558139534884
jec	903	jec1	2177	194	5979	1536	2594	0.0232558139534884
jec	903	jec2	2169	280	6089	1410	2579	0.209302325581395
jec	903	jec3	2026	87	6000	1579	2610	0.162790697674419
jec	903	jec4	2143	69	6187	1558	2505	0.0232558139534884
jec	903	jec5	2362	179	6100	1350	2580	0.0930232558139535
jec	903	jec6	2155	203	5912	1343	2814	0.186046511627907
jec	903	jec7	2354	227	6164	1431	2505	0.0232558139534884
jec	903	jec8	2236	363	5998	1451	2702	0.209302325581395
jec	903	jec9	2287	166	6167	1541	2534	0.0465116279069767
MnF	904	MnF0	6441	204	4321	2955	2549	0.0256410256410256
MnF	904	MnF1	6590	186	4469	2771	2330	0.153846153846154
MnF	904	MnF2	6434	252	4411	2944	2641	0.0769230769230769
MnF	904	MnF3	6346	240	4305	2707	2329	0.128205128205128
MnF	904	MnF4	6439	252	4200	2971	2355	0.205128205128205
MnF	904	MnF5	6666	287	4480	2948	2464	0.0512820512820513
MnF	904	MnF6	6545	64	4515	2778	2419	0.0256410256410256
MnF	904	MnF7	6545	322	4497	2779	2319	0.205128205128205
MnF	904	MnF8	6517	315	4517	2777	2464	0.0256410256410256
MnF	904	MnF9	6514	188	4541	2673	2407	0.102564102564103
RjX	905	RjX0	3131	1351	5240	1835	3510	0.0178571428571429
RjX	905	RjX1	3198	1450	5231	1732	3628	0.125
RjX	905	RjX2	3226	1455	5243	1766	3662	0.0892857142857143
RjX	905	RjX3	3064	1609	5209	1723	3595	0.0714285714285714
RjX	905	RjX4	3245	1322	5126	1556	3696	0.125
RjX	905	RjX5	3031	1592	5298	1521	3791	0.125
RjX	905	RjX6	3110	1558	5059	1675	3726	0.0178571428571429
RjX	905	RjX7	3048	1474	5240	1624	3738	0.107142857142857
RjX	905	RjX8	3195	1605	5281	1846	3508	0.160714285714286
RjX	905	RjX9	3091	1358	5299	1633	3726	0.160714285714286
aaH	906	aaH0	1427	5610	1749	2198	6787	0.150943396226415
aaH	906	aaH1	1564	5659	1771	2243	6501	0.0377358490566038
aaH	906	aaH2	1418	5692	2023	2278	6597	0.132075471698113
aaH	906	aaH3	1414	5671	1915	2211	6714	0.113207547169811
aaH	906	aaH4	1452	5522	2009	2250	6585	0.0566037735849057
aaH	906	aaH5	1317	5741	1763	2139	6767	0.0188679245283019
aaH	906	aaH6	1374	5743	2008	2408	6810	0.113207547169811
aaH	906	aaH7	1321	5520	1742	2188	6501	0.113207547169811
aaH	906	aaH8	1309	5745	1784	2296	6789	0.132075471698113
aaH	906	aaH9	1354	5640	2028	2227	6596	0.132075471698113
WJs	907	WJs0	4631	3120	6269	126	4812	0.0961538461538462
WJs	907	WJs1	4760	3283	6078	111	4912	0.0384615384615385
WJs	907	WJs2	4936	3253	6403	284	4994	0.134615384615385
WJs	907	WJs3	4708	3141	6097	88	4853	0.134615384615385
WJs	907	WJs4	4856	3259	6289	26	4904	0.0384615384615385
WJs	907	WJs5	4630	3302	6381	206	5005	0.134615384615385
WJs	907	WJs6	4717	3208	6292	108	4788	0.173076923076923
WJs	907	WJs7	4654	3375	6350	175	4750	0.0961538461538462
WJs	907	WJs8	4902	3110	6194	359	4719	0.0192307692307692
WJs	907	WJs9	4661	3403	6316	60	4810	0.134615384615385
cSj	908	cSj0	2400	4481	5412	5026	3319	0.160714285714286
cSj	908	cSj1	2361	4545	5336	5034	3288	0.107142857142857
